Sentence,Category
"281,case dividend payment shall depend cash flow investment plan include future obligation Company andor subsidiary",None
"282,dividend shall exceed retain earning Company financial statement adversely affect Company subsidiary ongoing operation",None
"283,Historical Dividend consecutive year follow Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Million Bt Percent Million Bt Percent Million Bt Percent",Governance
"284,service revenue Mobile communication business revenue fix broadband business revenue service revenue Interconnection IC equipment rental revenue",None
"285,sim device sale revenue Total revenue Revenue Structure Service Type Nature Businesses Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Type product service ais core business divide",None
"286,area follow",Environmental
"287,Mobile Business Fixed Broadband Business Enterprise Business Digital Service Business Prepaid postpaid mobile communication service network Mobile phone relate accessory sale international roaming international Fibre broadband internet fiber optic technology household SME customer Data network service corporate customer computing datum center corporate customer Cybersecurity service Internet thing",None
"288,iot ICT solution AIS g business Services SMEs Video platform content Mobile financial service Digital insurance platform service Digital platform Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Mobile communication business AIS provide mobile",Governance
"289,telecommunication service G G G G network telecommunications spectrum license grant NBTC",None
"290,AIS currently hold total MHz spectrum bandwidth comprise ghz mhz",None
"291,Thai population",Social
"292,AIS continually extend G network cover population Bangkok",Social
"293,AIS launch g service key area province Thailand include Eastern Economic Corridor EEC accordance mhz license condition stipulate NBTC",None
"294,ais offer mobile voice datum service prepaid postpaid plan",None
"295,present AIS total customer base million subscriber divide million postpaid subscriber prepay subscriber",None
"296,addition AIS launch comprehensive online postpaid service GOMO brand penetrate young generation segment look service provide online channel",None
"297,information GOMO available httpsgomoth Home broadband internet business AIS start fix broadband business brand AIS Fibre use fiber optic technology",None
"298,build exist good fiber network mobile business AIS Fibre network grow exponentially",None
"299,AIS Fibre cover million household province Thailand million subscriber",None
"300,Company commit leader service quality differentiate compete business concept elevate service quality offer reliable internet connection hour access",Social
"301,maintain standard Quick service response time hour AIS relentless good care home internet customer encompass underlining standard dimension solve customer service problem hour instal home broadband internet hour schedule support appointment deliver seamless experience convenience customer",Social
